,region,tg,prob,eval,taxid,lineage,dbStartPos,dbEndPos,qStartPos,qEndPos
944,beam,AF-A0A8D8I353-F1-model_v6,1.0,3.5699999999999997e-23,7175.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Culicinae;Culicini;Culex;Culex;Culex pipiens complex;Culex pipiens,9,566,173,852
945,beam,AF-A0A7S0IES8-F1-model_v6,1.0,2.21e-11,38833.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla,3,582,365,851
946,beam,AF-A0A2N9H8X9-F1-model_v6,1.0,1.23e-08,28930.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fagales;Fagaceae;Fagus;Fagus sylvatica,187,958,2,844
947,beam,AF-A0A0A1U2R3-F1-model_v6,1.0,1.15e-12,370355.0,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Entamoebidae;Entamoeba;Entamoeba invadens;Entamoeba invadens IP1,1,650,272,852
948,beam,AF-A0A4Z2C651-F1-model_v6,1.0,2e-38,433685.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Tetraodontoidei;Tetradontoidea;Tetraodontidae;Takifugu;Takifugu bimaculatus,1,594,273,852
949,beam,AF-A0A0R3QQZ3-F1-model_v6,1.0,1.7e-05,42155.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Brugia;Brugia timori,2,213,644,852
951,beam,AF-A0AAV4H0F6-F1-model_v6,1.0,1.06e-30,1093978.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Sacoglossa;Placobranchoidea;Plakobranchidae;Elysia;Elysia marginata,2,570,144,852
952,beam,AF-A0A553QNW5-F1-model_v6,1.0,1.8999999999999998e-34,623744.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Danionidae;Danioninae;Danionella;Danionella translucida,5,504,348,852
953,beam,AF-A0A817B6T4-F1-model_v6,1.0,1.01e-09,2762512.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood2,45,468,1,514
954,beam,AF-A0A224YFY0-F1-model_v6,1.0,9.320000000000001e-29,60191.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Ixodidae;Rhipicephalinae;Rhipicephalus;Rhipicephalus;Rhipicephalus zambeziensis,2,554,218,852
955,beam,AF-A0A7S0KAW6-F1-model_v6,1.0,0.000103,38833.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla,327,527,653,851
956,beam,AF-A0A0P4W477-F1-model_v6,1.0,7.98e-16,85551.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Portunoidea;Portunidae;Portuninae;Scylla;Scylla olivacea,176,537,503,852
957,beam,AF-A0AAW2YN02-F1-model_v6,1.0,3.22e-15,1008807.0,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;Acrasis;Acrasis kona,4,534,221,848
958,beam,AF-A0AAE0WCQ3-F1-model_v6,1.0,4.46e-30,2493646.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Palaeoheterodonta;Unionida;Unionoidea;Unionidae;Ambleminae;Lampsilini;Potamilus;Potamilus streckersoni,24,552,312,852
959,beam,AF-A0AAD7ZEB1-F1-model_v6,1.0,7.61e-30,6984.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dictyoptera;Blattodea;Blaberoidea;Blaberidae;Diplopterinae;Diploptera;Diploptera punctata,4,575,190,852
960,beam,AF-A0A812MT74-F1-model_v6,1.0,3.06e-10,1519616.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;unclassified Symbiodinium;Symbiodinium sp. CCMP2456,4,699,127,851
961,beam,AF-A0A6V7M8E3-F1-model_v6,1.0,8.9e-27,1563983.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Braconidae;Braconinae;Bracon;Bracon brevicornis,18,482,359,852
962,beam,AF-A0A7S0DLL3-F1-model_v6,1.0,1.44e-06,1561963.0,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Chlorarachniophyceae;Amorphochlora;Amorphochlora amoebiformis,14,368,503,848
963,beam,AF-A0A1S3QUK8-F1-model_v6,1.0,5.14e-21,8030.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar,2,912,86,751
964,beam,AF-W8BRJ7-F1-model_v6,1.0,7.83e-25,7213.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Tephritoidea;Tephritidae;Dacinae;Ceratitidini;Ceratitis;Ceratitis;Ceratitis capitata,1,520,301,852
965,beam,AF-A0A813B2L5-F1-model_v6,1.0,7.84e-09,1628268.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium necroappetens,22,494,371,851
966,beam,AF-A0A8J2M1T6-F1-model_v6,1.0,1.53e-12,2874296.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Cercopithifilaria;Cercopithifilaria johnstoni,2,510,149,852
968,beam,AF-A0A7S3Z6Q1-F1-model_v6,1.0,3.42e-05,91324.0,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Chlorarachniophyceae;Lotharella;Lotharella globosa,2,409,508,848
969,beam,AF-A0A6B2KXL2-F1-model_v6,1.0,9e-15,1963864.0,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Sphaerothecina;Arcellidae;Arcella;Arcella intermedia,2,515,386,848
971,beam,AF-A0A819E9B9-F1-model_v6,1.0,8.04e-19,2762511.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood1,227,825,1,852
972,beam,AF-A0A3P3YLB6-F1-model_v6,1.0,1.45e-07,37360.0,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Plasmodiophora;Plasmodiophora brassicae,175,557,503,848
973,beam,AF-N6U9E7-F1-model_v6,1.0,2.48e-25,77166.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Scolytinae;Dendroctonus;Dendroctonus ponderosae,3,469,362,852
974,beam,AF-A0A817EMZ3-F1-model_v6,1.0,4.42e-26,2762512.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood2,14,682,1,852
975,beam,AF-A0A8X6UBH9-F1-model_v6,1.0,8.92e-28,299642.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Orbiculariae;Araneoidea;Nephilidae;Nephila;Nephila pilipes,11,494,318,852
976,beam,AF-A0A9D3LZ23-F1-model_v6,1.0,3.13e-36,7936.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Anguilliformes;Anguillidae;Anguilla;Anguilla anguilla,1,509,272,851
977,beam,AF-A0AAV2APD1-F1-model_v6,1.0,2.4000000000000002e-29,280406.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Orbiculariae;Araneoidea;Araneidae;Larinioides;Larinioides sclopetarius,60,690,68,852
978,beam,AF-A0A7R9F909-F1-model_v6,1.0,8.6e-13,61472.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Phasmatodea;Timematodea;Timematoidea;Timematidae;Timema;Timema bartmani,2,229,625,852
979,beam,AF-A0A183T904-F1-model_v6,1.0,5.63e-08,70667.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Diphyllobothriidea;Diphyllobothriidae;Schistocephalus;Schistocephalus solidus,380,863,68,679
980,beam,AF-A0A915E1L6-F1-model_v6,1.0,1.65e-27,166011.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Sphaerularioidea;Anguinidae;Anguininae;Ditylenchus;Ditylenchus dipsaci,58,845,1,849
981,beam,AF-A0A1E1IU37-F1-model_v6,1.0,1.09e-10,5670.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae;Leishmania;Viannia;Leishmania guyanensis species complex;Leishmania guyanensis,2,415,375,843
982,beam,AF-A0A9X8DKL7-F1-model_v6,1.0,0.00015,112090.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniomycetes;Saprolegniales;Verrucalvaceae;Aphanomyces;Aphanomyces astaci,220,674,475,851
983,beam,AF-A0AAW1V3U4-F1-model_v6,1.0,1.57e-24,420089.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Epilachninae;Epilachnini;Henosepilachna;Henosepilachna vigintioctopunctata,6,459,365,850
984,beam,AF-A0AAW1BSN8-F1-model_v6,1.0,2.84e-13,8729.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Viperidae;Crotalinae;Crotalus;Crotalus adamanteus,135,597,112,852
985,beam,AF-A0AAW2YSQ4-F1-model_v6,1.0,1.19e-12,1008807.0,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Acrasidae;Acrasis;Acrasis kona,2,459,387,851
986,beam,AF-A0A0C2GXU0-F1-model_v6,1.0,3.1e-16,51022.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Ancylostomatidae;Ancylostomatinae;Ancylostoma;Ancylostoma duodenale,4,473,216,822
987,beam,AF-A0A1I8CWF5-F1-model_v6,1.0,2.4699999999999997e-23,114890.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Alloionematidae;Rhabditophanes;unclassified Rhabditophanes;Rhabditophanes sp. KR3021,2,661,33,852
988,beam,AF-A0A914QQ89-F1-model_v6,1.0,3.0600000000000002e-27,227884.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Panagrolaimoidea;Panagrolaimidae;Panagrolaimus;Panagrolaimus davidi,17,599,127,852
989,beam,AF-A0AA36HJN2-F1-model_v6,1.0,0.000327,2562239.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Effrenium;Effrenium voratum,3,448,418,851
990,beam,AF-A0A2H1WK71-F1-model_v6,1.0,1.22e-22,7108.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Noctuoidea;Noctuidae;Amphipyrinae;Spodoptera;Spodoptera frugiperda,4,441,399,852
992,beam,AF-A0A0D2JHL8-F1-model_v6,1.0,8.83e-07,145388.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae;Monoraphidium;Monoraphidium neglectum,82,666,65,851
993,beam,AF-A0A7S3SFH2-F1-model_v6,1.0,0.0121,2903.0,cellular organisms;Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi,1,466,540,851
994,beam,AF-A0A7R9KTM4-F1-model_v6,1.0,5.8e-20,1979941.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oppioidea;Oppiidae;Medioppia;Medioppia subpectinata,1,416,417,851
995,beam,AF-A0AAR5PGD9-F1-model_v6,1.0,2.89e-21,77166.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Scolytinae;Dendroctonus;Dendroctonus ponderosae,7,542,272,850
996,beam,AF-A0AAW2SHB8-F1-model_v6,1.0,2.79e-07,2727403.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Pedaliaceae;Sesamum;Sesamum calycinum,2,482,405,847
997,beam,AF-A0A498LX91-F1-model_v6,1.0,1.5999999999999998e-30,84645.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Labeoninae;Labeonini;Labeo;Labeo rohita,4,636,152,852
998,beam,AF-A0A653DI00-F1-model_v6,1.0,4.71e-19,64391.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Callosobruchus;Callosobruchus maculatus,3,431,362,850
999,beam,AF-M4BPS6-F1-model_v6,1.0,9.98e-07,559515.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Peronosporales;Peronosporaceae;Hyaloperonospora;Hyaloperonospora arabidopsidis;Hyaloperonospora arabidopsidis Emoy2,24,460,479,845
1000,beam,AF-A0A067RJC4-F1-model_v6,1.0,4.7e-18,136037.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dictyoptera;Blattodea;Blattoidea;Termitoidae;Termopsidae;Termopsinae;Termopsini;Zootermopsis;Zootermopsis nevadensis,1,442,303,850
1001,beam,AF-A0A060Y0R6-F1-model_v6,1.0,1.05e-27,8022.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Oncorhynchus;Oncorhynchus mykiss,2,449,416,852
1002,beam,AF-A0A0Q9X2B4-F1-model_v6,1.0,3.53e-19,7260.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;willistoni group;willistoni subgroup;Drosophila willistoni,7,551,140,852
1003,beam,AF-A0A6J1YUZ4-F1-model_v6,1.0,1.6300000000000001e-37,32536.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Feliformia;Felidae;Felinae;Acinonyx;Acinonyx jubatus,4,680,69,852
1004,beam,AF-A0A3R7WY44-F1-model_v6,1.0,3.15e-06,112090.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniomycetes;Saprolegniales;Verrucalvaceae;Aphanomyces;Aphanomyces astaci,119,417,548,851
1005,beam,AF-A0A653DJD9-F1-model_v6,1.0,2.82e-11,64391.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Callosobruchus;Callosobruchus maculatus,68,485,195,747
1006,beam,AF-A0A0Q9W7V8-F1-model_v6,1.0,4.38e-06,7244.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Drosophila;virilis group;Drosophila virilis,207,658,9,534
1007,beam,AF-V3ZZC9-F1-model_v6,1.0,7.2699999999999995e-28,225164.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Patellogastropoda;Lottioidea;Lottiidae;Lottia;Lottia gigantea,2,431,386,852
1008,beam,AF-A0A653DW18-F1-model_v6,1.0,4.26e-28,64391.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Bruchinae;Bruchini;Callosobruchus;Callosobruchus maculatus,56,798,68,846
1009,beam,AF-A0A151PJG2-F1-model_v6,1.0,8.11e-56,8496.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Crocodylia;Alligatoridae;Alligatorinae;Alligator;Alligator mississippiensis,7,761,104,851
1010,beam,AF-A0A0C2CLK3-F1-model_v6,1.0,7.42e-20,51022.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Ancylostomatidae;Ancylostomatinae;Ancylostoma;Ancylostoma duodenale,295,792,266,815
1011,beam,AF-A0A418AF49-F1-model_v6,1.0,4.58e-07,157072.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniomycetes;Saprolegniales;Verrucalvaceae;Aphanomyces;Aphanomyces invadans,40,442,503,851
1012,beam,AF-A0A914FRR9-F1-model_v6,1.0,2.0099999999999997e-23,591445.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Panagrolaimoidea;Panagrolaimidae;Panagrolaimus;unclassified Panagrolaimus;Panagrolaimus sp. ES5,9,457,327,852
1013,beam,AF-V8NFU7-F1-model_v6,1.0,1.76e-19,8665.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Elapidae;Elapinae;Ophiophagus;Ophiophagus hannah,76,455,479,852
1014,beam,AF-A0A819HK95-F1-model_v6,1.0,2.34e-18,2762511.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;unclassified Rotaria;Rotaria sp. Silwood1,170,787,1,803
1016,beam,AF-G9L1K3-F1-model_v6,1.0,4.16e-52,9669.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Mustelinae;Mustela;Mustela putorius;Mustela putorius furo,2,633,224,852
1017,beam,AF-A0A6G3MDU1-F1-model_v6,1.0,3.95e-14,69463.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;Platysporina;Myxobolidae;Henneguya;Henneguya salminicola,62,620,106,851
1018,beam,AF-A0AAV2LVJ1-F1-model_v6,1.0,0.000385,637954.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Gobiidae;Gobiinae;Knipowitschia;Knipowitschia caucasica,4,105,751,852
